"title","abstract","typeS","session_id","session_type_id","year"
"Recent Advances in Forced Choice Personality Assessment","Response distortion is always an issue for the personality assessment. The forced-choice (FC) format has been proposed as a potential remedy to the situation. Four papers in this symposium provide a basic introduction of the FC format measure, and present recent advances in research in the area.  ","Symposium/Forum",7300,2,2016
"Managing SME Mayhem: Insights & Lessons Learned from the Trenches","SME input is critical to many I/O efforts, but these interactions don't always go as planned. Some SMEs are dominant, passive-aggressive, submissive, or have hidden agendas. In this session, experts describe real-world scenarios illustrating ""bad"" SME behaviors. After attendees vote on the best action/response, experts reveal what actually happened.","Panel Discussion",7301,6,2016
"Workforce Analytics: Real Data, Real Decisions","Big data and workforce analytics are quite the rage, but do organizations really do anything with all that information? The panelists in this session will share real-world, concrete examples of how these data are used to make decisions, inform policy and shape interventions at the organizational level. ","Panel Discussion",7302,6,2016
"Applied Criterion-Related Validation Challenges: What We Weren't Taught in Textbooks","Criterion-related validation studies for client organizations come with unique sets of challenges from study design, data collection, analysis, reporting, to implementing recommendations. This panel will discuss insights from careers of conducting and consulting on validation studies. The panel will reflect on experiences to address challenges, and suggest future improvements.","Panel Discussion",7303,6,2016
"Improving Organizational Change Outcomes. Asserting Leadership In The Field ","The panel will discuss best practices and cover key questions associated with designing, implementing, communicating, measuring, and adapting successful change initiatives. The panel brings timely, field proven, and directly replicable results from diverse backgrounds with the hope of motivating the I/O community to assert leadership in this important field. ","Panel Discussion",7304,6,2016
"Growing Local Communities of Work Psychologists Globally","This Roundtable builds on an effort begun in 2013 to help nurture grass-roots, local communities of work and organisation psychologists outside the US. We'll share work underway, discuss challenges, and agree on courses of action for collaboration following SIOP 2016.","Roundtable Discussion/Conversation Hour",7305,7,2016
"Business Acumen or Stories about How to be Relevant","This session presents Business Acumen Competency Survey results and features a ""focus group"" of I-O experts who have ascended to the top ranks of their respective organizations and will discuss what Business Acumen is, why it is important, and how to develop it, using the survey as a backdrop.","Panel Discussion",7306,6,2016
"Formalized Programs for Providing Graduate Students with Professional Practice Experience","Directors of programs providing graduate students with applied experience, and one program deciding how to structure such a program focus on learnings and best practices, discuss challenges and best practices, as well as a proposed model of program collaboration to ensure graduate students receive supervised applied experiences. ","Panel Discussion",7307,6,2016
"Re-conceptualizing Learning Agility: The Accelerated Learning Model","Despite years of research, there is little consensus on the construct of Learning Agility. Research has mostly focused on stable aspects of learning, rather than behaviors that can be developed. We developed and validated a model focused on both innate tendencies and learning behaviors that can be learned.","Poster",7308,22,2016
"Charismatic Stories as a Basis for Leader Development","Narratives articulated by leaders are an important means through which influence is exercised, but they may also serve to develop leadership potential. This study asked participants to read six stories of charismatic leadership in business settings, then examined their performance on a leader vision-formation task.","Poster",7309,22,2016
"Achievement Facilitators or Hindrances? The Differential Effects of Authoritarian Leadership","We examined differential effects of authoritarian leadership. Findings indicate authoritarian leadership positively influences subordinates' affective commitment and organizational citizenship behavior towards organization (OCBO) through challenge stressors while negatively affecting outcomes through hindrance stressors. Moreover, subordinates' power distance orientation strengthens the positive relationship between authoritarian leadership and outcomes.","Poster",7310,22,2016
"Characteristics of Effective Leadership in Multiteam Systems ","Work is more and more structured in teams and so-called Multiteam Systems (MTS).  We address the question what constitutes effective leadership in MTS by conducting a qualitative and a quantitative study.  The results highlight MTS-specific leadership behaviors above and beyond common leadership concepts.  ","Poster",7311,22,2016
"Leader Influence Tactics and Subordinates' Knowledge Sharing: Mediation and Moderation","This research investigates the relationship between leader influence tactics and subordinates' knowledge sharing. As a mediating mechanism for such relationship, subordinates' self-efficacy is considered. By taking a contextual perspective, this study also examines the moderating effect of organizational justice on the relationship between leader influence tactics and subordinates' knowledge sharing.","Poster",7312,22,2016
"Leader-Follower Calling Similarity and Follower Outcomes","This study was conducted to highlight the role of others (i.e., leader) in the relationship between individuals' calling and outcomes. By applying polynomial regression and response surface methodology, congruent and incongruent effects of leader and follower's calling on follower's leader-member exchange (LMX) and job satisfaction were examined.","Poster",7313,22,2016
"Servant Leadership and Feedback-Seeking Behavior: A Conditional Mediation Approach","The current study examined whether servant leadership has an influence on an individual's intent to seek feedback through the mechanism of trust. Results indicate that the relationship between servant leadership and feedback-seeking intent was mediated by trust, but this was conditional on a participant's feedback orientation.","Poster",7314,22,2016
"Leaders' Use of Alternative Mental Models: Deliberate but Don't Implement","Leaders consider numerous mental models when formulating visions. Participants developed visions for leading a school and were presented with simple or complex mental models. Visions were evaluated on performance and leadership variables. Participants deliberated and contemplated the effects of acting on this alternative model. Deliberation, not implementation, produced stronger visions.","Poster",7315,22,2016
"Commute stressor and effective leader behaviors: An ego depletion perspective","This research investigated within-person level indirect effects of commute stressor on effective leader behaviors (transformational, initiating structure, and consideration) via depletion, and a cross-level moderation of beliefs about willpower. Analyses of 309 daily surveys showed that the detrimental indirect effects were only evident on leaders who view willpower as limited.","Poster",7316,22,2016
"Adaptive Emotion Regulation Strategies in Leadership","Emotion regulation has been identified as a key emotional ability of effective leadership.  In this study, we examined the effects of adaptive and maladaptive regulation strategies on performance in leadership scenarios.  Findings indicate that adaptive strategies are positively associated with key leader skills and performance. ","Poster",7317,22,2016
"The Dual-motivational Effects of Ethical Leadership on Employee Knowledge Sharing","Drawing on social learning and self-determination theories, this study investigates the mediating effects of controlled motivation and moral identity on the relationship between ethical leadership on employee knowledge sharing. Results of our study provide support for all our hypotheses and demonstrate a stronger mediating effect of moral identity.","Poster",7318,22,2016
"Exploring the link of abusive supervision and organizational loyalty","As proposed by the JD-R model, we assumed that abusive supervision declines subordinates' loyalty through decreasing their mental and physical health. Acccordingly, multi-level analyses using a three-wave study with 642 subordinates indicated that abusive supervision was negatively related to turnover intentions via increased emotional exhaustion and somatic complaints. ","Poster",7319,22,2016
"Who Speaks Up and Who Remains Silent Under Abusive Supervision?","This study examines the negative influence of abusive supervision on employee voice. In order to mitigate the adverse effects of unfavorable work situation, i.e. abusive supervision, we explain employee's self-efficacy and self-enhancement motive as moderators on the basis of ability-motivation-opportunity (AMO) framework. Theoretical and practical implications are also discussed.","Poster",7320,22,2016
"The Impact of Leader Error on Leadership Ratings","This study examined the extent to which the type of error committed by a leader affected leadership ratings post-error. Findings indicate that leaders who commit relationship or ethical errors receive harsher ratings than those who commit task errors. ","Poster",7321,22,2016
"Re-examining the Relationship between Need for Cognition and Creativity","Structural equation modeling techniques were used to examine the factor structure underlying the 18-item need for cognition scale in samples drawn from prior studies. The relationships between need for cognition and the quality, originality, and elegance of creative problem solutions across multiple domains of performance were analyzed. ","Poster",7322,22,2016
"Structure of Idea Sharing Network and Dark Side of Personality","We examined the interplay of dysfunctional personality traits and the structure of the idea-sharing network. Using exponential random graph model we identified which structures can be used to model the probability of this network and how dysfunctional personality traits relate to these structures.","Poster",7323,22,2016
"Learning Goal Orientation and the Creativity-Deviance Relationship","Little is known about the mechanisms behind the creativity-deviant relationship. We examine learning goal orientation and how low self-efficacy may influence creativity and deviance in these individuals. Results demonstrate that low self-efficacy can lead high learning goal oriented individuals to engage in both increased deviance and creativity.","Poster",7324,22,2016
"Detecting Who Is Going to Innovate","The aim of the present study was to develop an online creativity test on the basis of the concept of Torrance Tests of Creative Thinking (TTCT; Torrance, 1974) that assesses creativity using a fully automated scoring algorithm. The instrument was developed and validated in three subsequent studies.","Poster",7325,22,2016
"Exploring the proactivity personality-creativity relationship: Mediating and moderating effects","We examined interactional justice and intrinsic motivation as mediators of the relationship between employee proactive personality and creative work behavior. Results yield support for both proposed mediating mechanisms; however, while the mediating effect of intrinsic motivation was robust, the mediating effect of interactional justice was contingent on supervisor proactive personality.","Poster",7326,22,2016
"Development of a Creative Work Analysis","The present research tested whether creative thinking is domain-specific or -general across job families. A self-report job analysis survey was hypothesized to measure the four factors of creativity commonly used to organize creativity research. Instead, eight factors of creative work showed differences in kind, but not level of creativity.","Poster",7327,22,2016
"Differential Effects of Creativity Rater Training on Quality and Originality","This study explored the most effective and efficient method for training raters of creativity electronically. Results demonstrated that rating practice during training and more descriptive rating rubrics increased the accuracy of novice participant ratings. However, this relationship was only true for quality rating accuracy, not for originality rating accuracy. ","Poster",7328,22,2016
"Learning Orientation, Help-Seeking Behavior, Psychological Safety, and Creativity","This study aims to examine the internal mechanism of the relationship between learning goal orientation and creativity. Results showed that learning goal orientation leads to creativity through enhancing autonomous help-seeking behavior. We also found that the positive effect of psychological safety was important for employees with low learning goal orientation.","Poster",7329,22,2016
"Different Sources of Moderate Time Pressure: Implications for Creative Performance","Research shows that a moderate amount of time pressure is most conducive to creative performance. However, moderate time pressure can be experienced when workload and time available are high or when workload and time available are low. In our study, high workload and time available yielded the greatest creative performance.","Poster",7330,22,2016
"Creative Problem-Solving in Teams and Individuals","Cognitive processes underlying creativity have been shown to influence performance on problem-solving tasks at the individual level. This research extends these result to the team level, in order to understand the interplay between problem construction and revisions as they influence creativity in teams and individuals.","Poster",7331,22,2016
"Examining (Dis)agreeableness and Creative Performance in an Applied Sample","Feist's (1998) meta-analysis revealed that creative individuals often possess a number of antisocial personality traits. However, subsequent studies have failed to yield consistent results for the relationship between disagreeable tendencies and creativity. The present study uses an applied sample in a creative organization to begin unpacking this relationship more fully.","Poster",7332,22,2016
"Bottom-Line Mentality and Creativity: Moderating Effect of Self-efficacy and Justice","This paper highlights negative influence of supervisor's bottom-line mentality on employee's creativity and suggests self-efficacy and organizational justice as moderators. We found supervisors obsessed with outcome undermine subordinate's creativity. Personal characteristic was salient but organizational influence was insignificant. Our findings alert for negative impact of supervisor's one-dimensional thinking. ","Poster",7333,22,2016
"Examining the Impact of Dual Leadership on Team Innovation","Leaders of innovative endeavors face complex demands and engage in many leadership activities throughout the creativity process. We suggest that dual leadership provides a solution to these complexities. We hypothesized that dual leaders would lead groups that produce ideas higher in usefulness and originality and experience less role conflict.","Poster",7334,22,2016
"Creative Climate Measurement: A Multilevel Scaling Approach","In an effort to consolidate various perspectives on creative climate we introduce a scale that adopts a multilevel approach to the construct. Through an empirical evaluation of the scale in an appropriate organizational sample we find initial support for a five-factor model of creative climate.","Poster",7335,22,2016
"Social networks, coworker relationships and creativity: A meta-analysis","In the management literature, a recent growing body of research examines how social context influences creativity. Based on 37 independent samples, our meta analytic tests demonstrate a significant relationship between supportive peer relationships, social network variables, and creativity.","Poster",7336,22,2016
"General Mental Ability and Conscientiousness Predict Optimal Short-cut Behaviors","Short-cuts are means of saving time while performing a task. We argue an optimal level of short-cut behavior often exists, where the ""pros"" of short-cuts outweigh the ""cons."" In this study GMA predicted the ability to recognize when short-cuts were beneficial, and conscientiousness predicted willingness to take short-cuts.","Poster",7337,22,2016
"Continuous Learning: Choosing and Allocating Resources to Strengths versus Weaknesses","Do individuals choose to allocate resources towards improving their strengths or their weaknesses? The answer likely depends on role flexibility, which is control over which tasks are rewarded, and beliefs regarding the relative effectiveness of studying a strength or weakness. Results confirm that these factors predicted resource allocation. ","Poster",7338,22,2016
"Facial Dominance of Transgressor and Trust Restoration","Present study investigated the moderating effect of facial dominance on the effectiveness of apologies in trust restoration. Results showed that compensating type of apology was the most effective in increasing transgressor's trustworthiness and even more so when used by a transgressor high in facial dominance.","Poster",7339,22,2016
"The Impact of Mindfulness on the Evaluation of Diverse Applicants","We examined the impact of mindfulness meditation on the evaluation of a diverse pool of job applicants.  Findings indicate the mindfulness intervention led to greater accuracy in participant evaluation of applicants, and less variation between evaluation patterns across applicant demographic categories. ","Poster",7340,22,2016
"Modeling expert assessment judgment: Man versus model of man","Average models of expert judgments often outperform the judges themselves when making predictions in a variety of settings. We demonstrate that this effect also exists when predicting job performance. Furthermore, this holds when models derived from one group of judges is pitted against decisions from a separate group of judges.","Poster",7341,22,2016
"The Ultimate Attribution Error with Ingratiation in Job Applicants","Ingratiation is a common form of influence in job applicants. This experiment tested whether the ultimate attribution error can be used to explain how ingratiation by applicants is perceived. Participants viewed simulated interviews of ingratiating applicants. Results indicate there is evidence to support this application of the ultimate attribution error.","Poster",7342,22,2016
"Sunk Costs in Managerial Decision-Making: A Fantasy Football Approach","Using survival analysis, the authors examined sunk cost effects of draft order on athletes' survival rates in a large sample of fantasy football managers. Results indicated athletes drafted earlier (i.e., greater up-front investment) survived longer on fantasy teams when controlling for performance, especially those in positions with greater point-earning potential.","Poster",7343,22,2016
"Knowledge of Precise Anchoring Does Not Reduce Its Effectiveness","This study tested whether precise offers would reduce counteroffers compared to a round offer if participants were aware of this tactic. Results revealed that a precise offer resulted in reduced counteroffers even when participants suspected that the precise offer was a negotiating tactic.","Poster",7344,22,2016
"Perspective-taking, Attributions, & Conflict Resolution","We examined relationships between perspective-taking, attributions, and intercultural conflict resolution, from the perspective of third-party observers. We found a conditional indirect effect of perspective-taking accuracy on integrative conflict resolution via isomorphic attribution for conflict, based on whether observers attribute the intercultural conflict to both parties or to a single party.","Poster",7345,22,2016
"Anticipated Self-discrepancy and Job Sector Attraction","Using the tenets of social identity theory and self-discrepancy theory, this study examines the extent to which job seekers' attraction to employment in the for-profit, non-profit, and government sectors is related to their beliefs about the sectors' actual influence on society and the influence the sectors should have on society.","Poster",7346,22,2016
"Moral Disengagement as a Mediator of Individual Differences and Ethicality","This study was conducted to investigate how moral disengagement interacts with individual differences (e.g., empathy, cynicism) to impact ethical behavior using a visual path analysis approach. Relationships were evaluated in a sample of 525 U.S. recruits in U.S. Air Force Basic Military Training. Practical implications for selection are discussed. ","Poster",7347,22,2016
"Black Respondents' Reactions to Diversity Cues in Testimonials and Video-SJTs","We examined how Black test takers' reactions to a video-SJT and hypothetical hiring organization differ as a function of SJT and company testimonial actors' race. Reactions were mainly driven by testimonial, as opposed to SJT, diversity. Blacks were also found to perform better than Whites on the more diverse SJT.","Poster",7348,22,2016
"Competences and Conflict Behavior promoting Impact of Employee Representatives ","This study among 700 HR directors from 11 European countries, shows a positive relation between perceived competences of employee representatives (ERs) and their impact on organizational decision making, mediated by cooperative and competitive conflict behavior. Competitive behavior promotes impact on traditional issues, cooperative behavior promotes impact on innovative issues.","Poster",7349,22,2016
"Making Decisions with Individual Assessments: Mechanical versus Clinical Combination ","We examined the predictive validity of 1) optimally weighted data combination, 2) unit-weighted data combination, and 3) the expert overall assessment rating for predicting job-related criteria. Results provided evidence of the superiority of mechanical approach over clinical approach when combining individual assessment ratings.","Poster",7350,22,2016
"Metacognitive Awareness and Information Search while Problem Solving","Identifying the information necessary to make good decisions in organizations is critical. This paper describes research examining the potential role of two aspects of metacognitive awareness, knowledge of cognition and regulation of cognition in information search and performance. Results suggest that metacognitive awareness may have mixed effects on information search.","Poster",7351,22,2016
"Incremental Validity of Exploratory Behavior in Complex Task Learning","This study examined and demonstrated the incremental validity of exploratory behavior in the prediction of complex task learning above the effects of self-efficacy and metacognition. The results highlight the importance of behavioral self-regulation in learner-guided training and suggest its benefits go beyond an indirect influence via cognitive and motivational processes.","Poster",7352,22,2016
"Using Cognitive Prompts to Counteract Stereotype Threat in Older Trainees","Using a sample of 131 adults aged 55 to 70 years, researchers employed a 2X2 between-subject design to investigate whether cognitive prompts would counteract stereotype threat on older adults' training outcomes. As hypothesized, stereotype threat negatively affected training outcomes. Contrary to expectations, cognitive prompts also negatively affected training outcomes. ","Poster",7353,22,2016
"Motivational Predictors of Success and Intention to Transfer in MOOCs","We explored the role of motivation on completion and the intention transfer knowledge acquired in MOOC. Extrinsic goal orientation increases the odds of successful completion whereas task value stimulates intention to transfer. The results indicate differential influence of motivational factors on the intention to transfer among participants.","Poster",7354,22,2016
"Using Deep Learning to Predict Performance From Resumes","A detailed tutorial for building performance prediction models from raw resume and cover letter data. Structuring the raw unstructured data using resume parsing, or other means will be discussed in detail. Model selection, statistical validation, adverse impact mitigation, and practical applications will be covered","Master Tutorial",7355,134,2016
"You're the ""I"" to my ""O"": Developing Successful Interdisciplinary Experiences","This panel will provide insights into how graduate students and early career I/O psychologists can benefit from engaging in interdisciplinary research (IDR) and building diverse networks across a variety of domains. Topics include brainstorming new ideas, methods, and research directions for integrating I/O psychology perspectives with other domains.","Panel Discussion",7356,6,2016
"Seven Steps for Writing Great Technical Reports","Few I/O psychologists leave graduate school with an adequate understanding of how to communicate technical information in an efficient way. This session will outline seven reminders for writing effective technical reports, and how their styles differ from journal submissions. Learning objectives are applicable to many document types. ","Master Tutorial",7357,134,2016
"Putting up your Shingle:  Business Tips for I/O Entrepreneurs","This session will present grounded advice to I/O professionals who wish to ""put up their own shingles"" and run their businesses successfully. The panel will feature I/O consultants who will candidly share their experiences and insights, and provide practical advice to those who dream of being future I/O entrepreneurs.","Panel Discussion",7358,6,2016
"Developing National Research Policy with Use-Inspired Science for Organizational Research","This panel follows recent efforts by SIOP to engage members in understanding and contributing to federal research policy. We provide a forum for introduction to, and discussion of, how members can more fully engage in developing a research agenda for the organizational sciences via informed understanding of the scientific enterprise.","Panel Discussion",7359,6,2016
"I stepped in gum: Creative solutions to sticky validation situations","The purpose of this panel is to provide creative validation strategies for sticky situations in the workplace. As jobs and organizations become more complex, there is less room for textbook validations but still the need for rigor and support when validating organizational tools such as competencies and assessments. ","Panel Discussion",7360,6,2016
"Asking the Right Questions: Investigations of Structured Interview Questions","Using Better Types of Questions has emerged as one the most widely used interview structure components. This symposium brings together five studies that discuss novel approaches and latest state of the science on the question type from using a functional magnetic resonance imaging to probing and the applicant questioning behavior.","Symposium/Forum",7361,2,2016
"Shepherding a Shift: Building a Culture of Assessment ","As a field, we have devoted little attention to developing best practices around implementing new assessment processes within organizations. The purpose of this session is to share case studies and best practices on this topic. Panelists will discuss approaches and the challenges they faced in facilitating assessment change within organizations.","Panel Discussion",7362,6,2016
"We Heard the Calls: Aging and Work Research Moves Ahead","The multi-aged workforce has ushered in a host of new research questions for I/O psychologists.This set of papers answers recent calls for more nuanced looks at age stereotyping, closer attention to mediating mechanisms in explaining age effects, and more precise measurement of the construct of age itself.  ","Symposium/Forum",7363,2,2016
"Ensuring Enterprise Security:  Three Diverse Approaches","This session features three distinct approaches to the topic of enterprise security and safety, considering different ways Industrial-Organizational Psychologists can contribute in this area.  Topics include prediction of safety from individual and organizational perspectives, as well as developing the cyber security leadership talent pipeline.","Panel Discussion",7364,6,2016
"Unraveling the Mystery of High-Potential Programs","High-potential programs are used to identify and rapidly develop future organizational leaders.  Born from practitioners, increasing attention is being paid by researchers to determine the effectiveness of such programs. Groups of researchers and practitioners will participate in a discussion on scenarios involving developing and implementing high-potential programs. ","Roundtable Discussion/Conversation Hour",7365,7,2016
"The Quarterback Problem: When Predicting Success is Difficult","How do we hire when we can't tell who's right for the job? This question, posed in The New Yorker by Malcolm Gladwell (2008), is the impetus for this symposium. Research is presented on predicting success in challenging situations such as those involving financial advisors, IT workers, and NFL players.","Symposium/Forum",7366,2,2016
"CANCELLED by Submitters: The Amazon Culture: Should it be Emulated or Denigrated?","The work culture established by Jeff Bezos at Amazon has made headlines across America. This panel will discuss the culture attributed to his leadership as it impacts its workers and the enterprise. Should it become a part of the business culture of America or discarded as an anomaly? 
","Panel Discussion",7367,6,2016
"Current Perspectives on Person-Centered Leadership Research","Researchers and practitioners describe their person-centered leadership research findings.  Data presented address the relative efficacy of person-centered and variable-oriented approaches to predicting leader effectiveness, the replicability of leader personality profiles across national cultures, and the relation of personality and implicit leadership theory patterns to judgments of leader effectiveness. ","Symposium/Forum",7368,2,2016
"Putting the I in Team: Unlocking Team Potential through Inclusion","The proposed presentation will provide valuable insight into the factors that are critical for shaping inclusion in organizations, as well as the behaviors that leaders can promote among employees to foster an inclusive team climate. Specific techniques to build climates for inclusion in diverse organizations will be discussed. ","Alternative Session Type with multiple papers",7369,82,2016
"Mergers & Acquisitions: Impact of Integrating Organizational Cultures","Global M&As are continuing at an accelerated pace. This high rate of activity is in sharp contrast with the high rate of failure of most mergers. Addressing differences in organizational culture is crucial for M&A success. Five organizations will describe their recent M&A activity including challenges, successes & lessons learned.","Symposium/Forum",7370,2,2016
"CANCELLED: Aug 'mentors': Using positive psychology to improve mentoring","This interactive session builds participant knowledge of techniques from positive psychology to improve mentoring relationships. Three techniques will be shared to improve learning conversations: redirection, reflection, and realization. Participants will practice the techniques and discuss how to teach them to others.","Master Tutorial",7371,134,2016
"Who is Mistreating Whom? Investigating Novel Drivers of Workplace Mistreatment","Mistreatment is costly for employee well-being and the organization's bottom-line. Yet, little is known about why certain employees are more likely to be targets of such forms of negative behavior at work. This symposium aims to explore individual and contextual factors that contribute to the experience of mistreatment at work.","Symposium/Forum",7372,2,2016
"Science-guided diversity programs in organizations: From design to evaluation","There is an abundance of initiatives to create inclusive work environments and capitalize on diversity's potential for innovation. But many are not rooted in research. Representing both academia and industry, the panelists will discuss the development of science-based diversity initiatives, how they were implemented, and strategies to evaluate their impact.","Panel Discussion",7373,6,2016
"Mentoring Session for Women in I-O Psychology: Unusual Career Paths","This session combines a panel discussion and roundtable mentoring with four accomplished women whose careers do not fit traditional I-O academic or consulting molds. It will leverage the panelists' diverse experiences across both academia and practice to provide attendees with insight into the different career choices available.","Alternative Session Type with presenters (no authorship order)",7374,15,2016
"Denial and Empathy: Partners in Employee Trust Repair?","We examined the value of leader empathy, responses to an integrity-based violation (apology vs. denial), and nature of consequences (personal vs. organizational), on trust repair. Data revealed that presence of leader empathy repaired trust better than its absence and, when coupled with a denial response, produced increased perceptions of integrity.","Poster",7375,22,2016
"Anger and Guilt: Impacts on Sensemaking and Ethical Decision Making","This study investigates the impact of experiencing anger and guilt when involved in an ethical quandary. By taking a sensemaking approach, results showed that guilt was generally more beneficial than anger for making ethical decisions, but both emotions drew participants' attention to particular aspects of the situation.","Poster",7376,22,2016
"Emotion Regulation in Organizations: Content Review and Future Research Agenda","We review the emotion regulation (ER) literature by examining the: 1) definitions of emotion regulation, 2) types of organizational samples used in ER research, and 3) content of ER items. We find the samples and measures used reinforce a hedonistic paradigm. Implications and future directions of ER research are discussed.","Poster",7377,22,2016
"No Pay, Yes Way!: Volunteers Engage in Emotional Labor","Volunteers are expected to provide customer service to nonprofit organization clients.  Emotional labor is important for good service, and we propose that volunteers engage in emotional labor similar to employees. Results indicate volunteers engage in emotional labor, and surface acting mediates the relationship between display rules and emotional exhaustion.","Poster",7378,22,2016
"Working in Pajamas: Teleworker Impression Management and Emotional Exhaustion","Telework programs are increasingly commonplace in organizations, as these entities compete to attract and retain high-potential employees. Based on impression management theory, and the conservation of resources (COR) model of stress and burnout, we theorize regarding the link between impression management and emotional exhaustion in a telework context.","Poster",7379,22,2016
"Surface Acting and Emotional Support among Supervisor-Subordinate Dyads","Drawing on the Conservation of Resources theory and the Social exchange theory, the authors propose that supervisor surface acting will lead to subordinate surface acting during supervisor-subordinate interactions. The exchange process of emotional support in the supervisor-subordinate dyadic relationship was tested as an important conceptual mechanism. ","Poster",7380,22,2016
"Emotional Intelligence and State Affect in Competitive versus Cooperative Negotiations","Drawing on trait activation theory, the current study tests how both ability- and trait-based emotional self-regulation and perception interact with negotiation situations to influence outcomes via state affect. Moderated mediation analyses suggest self-regulation is more important in competitive contexts whereas perception is detrimental in cooperative contexts. ","Poster",7381,22,2016
"Picture This: The Effects of Subtle Affective Stimuli in Organizations","The present field experiment examined the impact of subtle affective cues on employees' affective experiences and behaviors. Results showed that a subtle affective stimulus (i.e., smiling picture) significantly enhanced employees' positive affect and reduced participants' negative affect, which in turn influenced their in-role performance, extra-role performance, and emotional exhaustion.","Poster",7382,22,2016
"Helping Makes Great Happiness and Less Fatigue: A Reciprocal Model","Using experience sampling data from 200 nurses, we found that individuals with higher positive affect, lower negative affect and fatigue exhibited more interpersonal citizenship behaviors, which in turn increased positive affect, reduced negative affect and fatigue. We also examined the moderating effects of time and DRD4 gene.","Poster",7383,22,2016
"Expanding the view of emotional labor: A socioanalytic perspective","I examined the relationship between personality traits, which based on Socioanalytic theory, and job performance through emotional labor process. Findings confirm significant mediator effects of positive affectivity and deep acting on job performance, organizational commitment, and job satisfaction. Overall, ambition was the strongest predictor among the seven personality traits.","Poster",7384,22,2016
"The effect of occupational commitment and empowerment on emotional labor","This research suggests that occupational commitment and empowerment predict emotional labor. Based on a sample of 239 employees working in the hotel, the results demonstrate that occupational commitment and empowerment are positively associated with emotional labor.","Poster",7385,22,2016
"The Mediating Role of Attention in the Emotion-Performance Relationship","Previous research linking emotions and performance focuses on individual differences. This study examines this link from a within-person perspective and investigates the within-person relationship between emotions, attention, and performance. Negative emotions impaired task-related attention and performance, while positive emotions facilitated task-related attention and performance. ","Poster",7386,22,2016
"Organizational Factors that Impact the Overqualification and Burnout Relationship ","We examined the direct and indirect effects of overqualification on feeling of emotional exhaustion on the job. From our sample of staff members at a large southern university, results indicated that overqualification related to emotional exhaustion directly and indirectly through perceived organizational support and leader-member exchange.","Poster",7387,22,2016
"Subjective Fatigue as a Mediator of the Affect-Performance Relationship","In an experience sampling study, we examined subjective fatigue as a mediator of the affect-performance relationship. Our findings show that average fatigue, specifically the lack of motivation dimension of fatigue, is a significant mediator of the relationship between day affect and daily work performance. ","Poster",7388,22,2016
"Measuring Emotional Intelligence: A Low-Cost Alternative to the MSCEIT ","The results of a confirmatory factor analysis on the DANVA 2, STEU-B, and STEM-B indicate these three measures capture the three branch model of emotional intelligence. These results suggest this test battery can be used as a low cost measurement alternative to the MSCEIT. ","Poster",7389,22,2016
"Effects of Emotional Labor Training on Deep-Acting and Emotional Exhaustion","We examined the effects of a deep level acting training program on deep level acting, emotional exhaustion and levels of training effectiveness. The deep level acting training successfully increased participants' deep level acting skills, but did not decrease participants' emotional exhaustion. Evaluation of the program was favorable regarding training evaluation.","Poster",7390,22,2016
"Emotional Labor: Response differences between Turkish and American Workers","Responses differences to emotional labor were found between Turkish and American worker. There was no differences in their response to deep acting. Turkish workers shown none of the negative effects of surface acting. For Turkish workers the negative effects of surface acting were moderated by collectivism. ","Poster",7391,22,2016
"Individual-level predictors of attitudes and behaviors about ""near misses""","Near misses are work events that could have led to errors, and they are frequent but understudied phenomena. Data from a sample of working adults support how individual differences such as personality and perceived workload predict attitudes and reporting thresholds regarding near-miss events.","Poster",7392,22,2016
"SJTs, Personality, and g: Discriminant Validity, But Some g-Related Issues","This study examined the discriminant validity of situational judgment tests (SJTs), using multiple regression (N = 538) to predict SJT scales from g-loaded and personality scales. Results indicated that although redundancy was generally low (most R2s < .10), the g-loaded scale showed significant unique predictive power for many SJT scales.","Poster",7393,22,2016
"Cognitive Processing of Personality Items and Motivation to Fake","The paper examines the effects of faking motivation on cognitive processes and self-ratings of personality test items. Processes and self-ratings as a job applicant are more similar to honest responding than a fake-good responding. Yet, there are important differences between honest responding and responding as a job applicant.  ","Poster",7394,22,2016
"STEM degree attainment: The tale of two predictors","We examined how ability and interest fit co-develop from adolescence to early adulthood and subsequently predict the probability of receiving a college degree in the STEM field. Results confirmed the importance of these two predictors of STEM successes and further helped resolve conflicting perspectives regarding their causal relationship. ","Poster",7395,22,2016
"Theoretically Modeling the Personality-Performance Relationship at Narrow Levels","Personality-performance studies often fail to measure performance narrowly and do not specify relationships between narrow traits and narrow performance facets. This study evaluates narrow personality-performance relationships using SEM to better understand and describe why personality predicts performance.","Poster",7396,22,2016
"Examining the Replicability of Trait-Trait Interactions in Local Validation Studies","This study examined the incremental predictive validity of trait-trait interaction terms beyond additive regression models using the Big Five personality traits for supervisor-rated job performance. Across 141 criterion validity studies including 14,744 participants, none of the 10 trait-trait interaction terms provided substantial incremental prediction of performance.","Poster",7397,22,2016
"The Validity of Compound Trait Estimates of Narrow Personality Traits","We use data from the Eugene-Springfield Community Sample to examine if individuals' standing on narrow personality traits can be made through simple unit-weighted combinations of Big Five personality trait scores. We find that standing on some narrow traits can be estimated well without a significant sacrifice in criterion validity. ","Poster",7398,22,2016
